WorkOrderID,CreatedDateKey,ClosedDateKey,AreaID,EquipmentID,ServiceID,ResponsibleID,WorkTypeID,PriorityID,StatusID,EstimatedHours,ActualHours,IsCritical,ReworkFlag,SourceSystem
WO000092,20240229,20240306,A003,EQ0036,SV7,R028,WT2,P3,S4,30.83,42.65,False,False,ServiceDesk
WO000093,20240629,20240702,A006,EQ0006,SV3,R004,WT3,P2,S4,10.58,17.64,True,False,ERP
WO000094,20240515,,A006,EQ0001,SV7,R013,WT2,P3,S2,43.96,20.86,False,True,ServiceDesk
WO000095,20240824,20240828,A004,EQ0022,SV1,R019,WT2,P2,S4,18.53,31.13,True,False,ERP
WO000096,20240120,,A004,EQ0008,SV5,R003,WT1,P4,S2,53.44,31.68,False,False,ServiceDesk
WO000097,20240918,20240921,A005,EQ0024,SV6,R008,WT3,P2,S4,20.48,17.98,True,False,ServiceDesk
WO000098,20240928,,A003,EQ0037,SV4,R018,WT5,P2,S2,17.43,30.49,True,False,CMMS
WO000099,20240323,20240411,A002,EQ0014,SV8,R020,WT1,P3,S4,37.57,146.97,False,False,ERP
WO000100,20240225,,A004,EQ0022,SV4,R004,WT5,P2,S2,20.09,27.12,True,False,ERP
WO000101,20240817,,A006,EQ0028,SV8,R013,WT5,P1,S2,5.43,3.56,True,False,ServiceDesk
WO000102,20240404,,A005,EQ0007,SV6,R020,WT6,P3,S2,54.23,48.31,False,False,ERP
WO000103,20241210,20241216,A003,EQ0036,SV2,R030,WT5,P3,S4,40.46,45.98,False,False,ServiceDesk
WO000104,20241010,,A003,EQ0009,SV7,R030,WT2,P2,S3,13.59,11.34,True,False,CMMS
WO000105,20241215,20241218,A005,EQ0033,SV1,R010,WT1,P3,S4,25.7,19.26,False,False,CMMS
WO000106,20240714,,A001,EQ0027,SV2,R021,WT1,P3,S3,46.5,42.96,False,False,ServiceDesk
WO000107,20241209,20241219,A006,EQ0006,SV7,R017,WT1,P3,S4,55.33,72.2,False,True,CMMS
WO000108,20240106,,A003,EQ0029,SV8,R007,WT2,P2,S2,21.19,21.81,True,True,ERP
WO000109,20240416,20240419,A004,EQ0008,SV4,R016,WT6,P2,S4,20.18,20.79,True,False,ServiceDesk
WO000110,20240101,,A005,EQ0024,SV6,R005,WT1,P4,S3,47.74,39.82,False,False,ServiceDesk
WO000111,20240904,,A004,EQ0039,SV6,R004,WT2,P3,S2,64.03,80.29,False,False,ServiceDesk
WO000112,20240705,,A004,EQ0039,SV6,R011,WT6,P1,S2,3.46,3.39,True,False,ERP
WO000113,20240415,,A003,EQ0035,SV8,R008,WT1,P4,S1,44.71,36.72,False,False,ServiceDesk
WO000114,20240421,20240425,A005,EQ0020,SV1,R005,WT1,P2,S4,18.29,26.48,True,False,ERP
WO000115,20240823,,A001,EQ0023,SV2,R002,WT2,P3,S2,61.07,61.27,False,True,CMMS
WO000116,20240306,20240311,A003,EQ0013,SV8,R018,WT1,P3,S4,62.81,33.24,False,False,CMMS
WO000117,20240707,20240728,A003,EQ0037,SV5,R001,WT2,P4,S4,96.45,163.94,False,False,CMMS
WO000118,20240812,,A005,EQ0020,SV5,R024,WT2,P4,S2,55.52,73.1,False,False,CMMS
WO000119,20240328,20240329,A005,EQ0031,SV4,R003,WT3,P2,S4,10.43,6.45,True,False,CMMS
WO000120,20240324,,A001,EQ0015,SV3,R020,WT1,P3,S2,27.54,26.1,False,False,ServiceDesk
WO000121,20240509,,A006,EQ0030,SV2,R005,WT3,P2,S2,16.08,12.74,True,False,CMMS
WO000122,20240804,,A003,EQ0009,SV4,R019,WT1,P3,S3,44.49,65.34,False,False,CMMS
WO000123,20240403,,A006,EQ0030,SV1,R005,WT2,P3,S2,29.53,27.92,False,False,ServiceDesk
WO000124,20240518,,A003,EQ0002,SV3,R014,WT1,P1,S2,4.85,5.19,True,False,ERP
WO000125,20240717,20240718,A002,EQ0005,SV8,R020,WT4,P1,S4,5.3,5.41,True,False,CMMS
WO000126,20240309,20240310,A001,EQ0015,SV2,R006,WT3,P1,S4,5.98,3.55,True,False,ERP
WO000127,20240727,20240731,A005,EQ0020,SV6,R004,WT1,P2,S4,13.87,27.66,True,False,ServiceDesk
WO000128,20240220,,A003,EQ0029,SV1,R020,WT3,P2,S2,12.6,18.39,True,False,CMMS
WO000129,20240222,20240302,A001,EQ0015,SV6,R020,WT2,P4,S4,85.93,69.39,False,False,CMMS
WO000130,20240327,20240404,A006,EQ0001,SV3,R013,WT5,P3,S4,52.3,62.65,False,False,ERP
WO000131,20240414,,A002,EQ0014,SV6,R004,WT6,P3,S2,35.91,59.75,False,False,ServiceDesk
WO000132,20240111,20240118,A001,EQ0018,SV4,R010,WT1,P4,S4,43.31,49.0,False,False,ERP
WO000133,20241217,,A004,EQ0022,SV7,R007,WT2,P3,S1,62.65,179.74,False,False,ServiceDesk
WO000134,20240422,20240501,A003,EQ0026,SV6,R020,WT2,P2,S4,18.37,69.14,True,False,CMMS
WO000135,20241021,20241029,A005,EQ0010,SV5,R010,WT4,P4,S4,55.27,57.93,False,False,ERP
WO000136,20241126,20241202,A005,EQ0025,SV6,R012,WT1,P3,S4,47.6,41.19,False,False,ServiceDesk
WO000137,20241020,20241025,A003,EQ0026,SV8,R008,WT2,P3,S4,48.76,35.56,False,False,ServiceDesk
WO000138,20241031,20241103,A005,EQ0032,SV5,R006,WT5,P4,S4,50.32,21.95,False,True,CMMS
WO000139,20240206,,A002,EQ0021,SV2,R025,WT2,P3,S1,32.79,61.21,False,False,ServiceDesk
WO000140,20240516,20240524,A005,EQ0033,SV1,R015,WT5,P3,S5,63.09,60.1,False,False,ERP
WO000141,20240930,,A003,EQ0009,SV5,R018,WT1,P4,S2,75.53,120.56,False,False,CMMS
WO000142,20240729,,A003,EQ0029,SV4,R009,WT6,P3,S2,32.78,56.94,False,False,ServiceDesk
WO000143,20240103,,A003,EQ0002,SV5,R003,WT4,P3,S2,56.78,39.85,False,False,CMMS
WO000144,20240726,20240727,A002,EQ0005,SV6,R023,WT2,P1,S4,4.87,3.64,True,False,ERP
WO000145,20241021,20241023,A003,EQ0035,SV2,R022,WT1,P1,S4,5.61,12.9,True,False,ERP
WO000146,20241030,20241104,A005,EQ0020,SV6,R002,WT2,P3,S4,36.98,39.69,False,False,ERP
WO000147,20240520,20240521,A005,EQ0025,SV8,R027,WT3,P1,S4,3.05,2.56,True,True,ERP
WO000148,20240327,,A005,EQ0025,SV3,R026,WT1,P4,S1,52.89,37.68,False,False,ERP
WO000149,20240423,20240424,A006,EQ0028,SV8,R026,WT6,P1,S4,7.08,7.37,True,True,ServiceDesk
WO000150,20240418,,A005,EQ0010,SV8,R014,WT4,P3,S1,49.89,103.88,False,False,ERP
WO000151,20240506,20240511,A004,EQ0008,SV4,R021,WT6,P2,S4,19.37,38.54,True,False,CMMS
WO000152,20240420,,A003,EQ0002,SV7,R001,WT2,P4,S1,43.42,51.79,False,True,CMMS
WO000153,20240616,20240621,A003,EQ0035,SV8,R018,WT2,P2,S5,18.5,39.85,True,False,CMMS
WO000154,20240115,20240117,A003,EQ0009,SV7,R005,WT1,P1,S4,4.93,9.8,True,True,CMMS
WO000155,20240410,20240411,A005,EQ0024,SV4,R028,WT2,P1,S4,5.73,7.28,True,False,CMMS
WO000156,20240425,,A006,EQ0019,SV6,R029,WT1,P3,S2,39.38,139.68,False,False,ServiceDesk
WO000157,20240226,,A005,EQ0007,SV5,R005,WT1,P4,S3,82.98,82.65,False,False,ERP
WO000158,20241117,20241127,A006,EQ0017,SV4,R017,WT3,P4,S4,44.35,77.73,False,False,ERP
WO000159,20240904,,A003,EQ0004,SV6,R018,WT1,P2,S3,9.0,8.43,True,False,ServiceDesk
WO000160,20241129,,A004,EQ0008,SV8,R024,WT1,P3,S1,56.83,123.89,False,False,CMMS
WO000161,20240724,20240725,A006,EQ0006,SV1,R015,WT2,P1,S4,3.35,3.33,True,False,CMMS
WO000162,20240210,20240215,A005,EQ0033,SV8,R027,WT3,P3,S4,25.75,34.55,False,False,ServiceDesk
WO000163,20241127,20241221,A001,EQ0023,SV3,R011,WT4,P3,S4,61.33,184.97,False,False,ServiceDesk
WO000164,20240616,20240619,A001,EQ0038,SV7,R010,WT3,P2,S4,11.91,19.62,True,False,ERP
WO000165,20240907,20240916,A001,EQ0018,SV1,R022,WT1,P3,S4,48.26,65.17,False,False,ServiceDesk
WO000166,20240519,20240529,A003,EQ0009,SV8,R017,WT3,P4,S4,97.37,77.72,False,False,CMMS
WO000167,20240629,,A005,EQ0025,SV4,R003,WT3,P1,S2,6.08,7.27,True,False,CMMS
WO000168,20240628,20240629,A001,EQ0038,SV8,R020,WT2,P2,S4,9.02,6.52,True,False,ServiceDesk
WO000169,20240414,20240419,A004,EQ0022,SV4,R009,WT1,P2,S4,15.8,34.22,True,False,ERP
WO000170,20240722,,A006,EQ0001,SV6,R026,WT6,P2,S2,15.55,24.68,True,True,CMMS
WO000171,20240925,,A003,EQ0013,SV5,R026,WT1,P2,S3,13.02,13.34,True,False,CMMS
WO000172,20240108,20240124,A003,EQ0037,SV2,R013,WT2,P3,S4,55.04,122.34,False,False,CMMS
WO000173,20240217,20240219,A002,EQ0021,SV2,R026,WT1,P1,S4,7.04,14.75,True,False,ServiceDesk
WO000174,20241104,20241111,A004,EQ0039,SV5,R029,WT6,P3,S4,31.03,49.3,False,False,CMMS
WO000175,20240727,20240806,A002,EQ0021,SV4,R022,WT2,P4,S4,51.58,72.29,False,False,ERP
WO000176,20241222,20241231,A006,EQ0001,SV5,R019,WT6,P4,S4,90.49,78.11,False,False,ERP
WO000177,20240809,,A003,EQ0035,SV7,R028,WT5,P3,S1,43.19,42.58,False,True,ServiceDesk
WO000178,20240827,20240829,A005,EQ0031,SV7,R027,WT4,P2,S4,18.9,13.28,True,False,CMMS
WO000179,20241125,20241126,A003,EQ0029,SV1,R015,WT1,P1,S4,3.42,3.09,True,False,ServiceDesk
WO000180,20240829,,A004,EQ0039,SV4,R003,WT2,P2,S1,8.93,12.75,True,False,ServiceDesk
WO000181,20240430,,A004,EQ0008,SV2,R019,WT5,P4,S2,88.06,65.42,False,False,ERP
WO000182,20240712,20240731,A003,EQ0037,SV5,R014,WT6,P4,S4,107.65,151.59,False,False,ERP
WO000183,20240327,20240330,A005,EQ0010,SV5,R011,WT5,P2,S4,9.65,16.39,True,False,ERP
WO000184,20240502,20240506,A004,EQ0039,SV8,R006,WT6,P2,S4,19.81,29.46,True,False,ServiceDesk
WO000185,20240905,20240908,A004,EQ0008,SV4,R022,WT3,P3,S4,40.46,19.44,False,False,CMMS
WO000186,20240224,20240226,A001,EQ0023,SV4,R028,WT2,P2,S4,8.62,8.57,True,False,ServiceDesk
WO000187,20240902,20240908,A005,EQ0032,SV5,R018,WT2,P4,S4,75.66,46.57,False,False,ERP
WO000188,20240801,,A003,EQ0004,SV2,R008,WT2,P2,S2,12.08,10.34,True,False,ServiceDesk
WO000189,20240422,,A004,EQ0003,SV1,R001,WT1,P2,S2,17.55,48.19,True,False,ServiceDesk
WO000190,20240117,20240119,A002,EQ0034,SV6,R022,WT2,P3,S4,36.6,14.55,False,False,ERP
WO000191,20240914,20240916,A004,EQ0003,SV3,R005,WT1,P2,S4,14.76,15.63,True,False,ServiceDesk
WO000192,20241028,20241031,A005,EQ0025,SV3,R002,WT1,P2,S4,11.05,17.3,True,False,ERP
WO000193,20240924,20241004,A001,EQ0038,SV8,R006,WT2,P4,S4,96.65,79.55,False,True,ServiceDesk
WO000194,20240603,20240606,A005,EQ0025,SV2,R007,WT3,P2,S4,20.62,16.43,True,True,CMMS
WO000195,20240827,20240910,A005,EQ0020,SV8,R011,WT3,P3,S4,41.17,106.84,False,False,ServiceDesk
WO000196,20240531,20240603,A006,EQ0017,SV6,R010,WT2,P2,S4,14.33,18.56,True,False,ERP
WO000197,20240511,,A003,EQ0026,SV3,R006,WT4,P2,S2,21.37,34.97,True,True,ERP
WO000198,20240429,20240430,A001,EQ0023,SV8,R024,WT2,P1,S4,3.43,4.66,True,True,ServiceDesk
WO000199,20240318,20240321,A002,EQ0021,SV5,R025,WT2,P2,S4,19.07,22.56,True,True,CMMS
WO000200,20241220,20241222,A005,EQ0007,SV3,R008,WT2,P1,S4,5.3,9.95,True,True,ServiceDesk
WO000201,20240831,,A001,EQ0027,SV4,R012,WT1,P2,S3,20.03,49.27,True,False,ERP
WO000202,20240305,20240308,A006,EQ0030,SV3,R025,WT3,P3,S4,36.78,20.04,False,False,ServiceDesk
WO000203,20241112,,A003,EQ0029,SV7,R029,WT4,P3,S2,36.93,40.21,False,False,ServiceDesk
WO000204,20240225,20240305,A003,EQ0004,SV4,R024,WT2,P4,S5,63.5,68.92,False,False,ERP
WO000205,20240805,,A003,EQ0029,SV1,R017,WT5,P3,S2,25.86,23.86,False,False,ServiceDesk
WO000206,20240301,20240308,A006,EQ0030,SV6,R030,WT2,P3,S4,31.93,53.28,False,False,ERP
WO000207,20240512,20240526,A004,EQ0008,SV7,R022,WT2,P3,S4,64.59,107.34,False,False,CMMS
WO000208,20240829,,A002,EQ0034,SV4,R021,WT5,P2,S2,11.69,28.99,True,False,ServiceDesk
WO000209,20241231,20241231,A002,EQ0021,SV8,R001,WT4,P2,S4,8.66,15.2,True,False,CMMS
WO000210,20241229,,A006,EQ0019,SV4,R020,WT3,P3,S1,36.23,71.03,False,False,CMMS
WO000211,20241123,20241127,A003,EQ0029,SV3,R009,WT3,P3,S4,41.37,27.63,False,False,ServiceDesk
WO000212,20240327,20240401,A002,EQ0021,SV6,R019,WT1,P3,S5,46.89,36.94,False,False,ServiceDesk
WO000213,20240204,20240206,A004,EQ0022,SV2,R018,WT3,P2,S4,9.31,10.24,True,False,CMMS
WO000214,20241127,20241220,A003,EQ0013,SV8,R004,WT3,P4,S5,94.17,181.42,False,False,ServiceDesk
WO000215,20241203,,A001,EQ0038,SV6,R014,WT1,P1,S2,6.43,4.74,True,False,ServiceDesk
WO000216,20240411,20240419,A004,EQ0039,SV3,R016,WT1,P4,S4,56.07,56.42,False,False,ServiceDesk
WO000217,20240108,20240113,A006,EQ0006,SV1,R002,WT6,P3,S4,56.82,39.21,False,False,ERP
WO000218,20240825,20240923,A006,EQ0030,SV5,R026,WT1,P4,S4,65.85,231.3,False,False,ERP
WO000219,20240128,,A006,EQ0001,SV5,R029,WT6,P3,S3,41.96,43.68,False,False,CMMS
WO000220,20240115,20240119,A001,EQ0015,SV7,R001,WT2,P2,S4,20.76,28.66,True,False,ERP
WO000221,20241208,20241215,A004,EQ0039,SV3,R004,WT2,P3,S4,60.52,55.92,False,False,CMMS
WO000222,20240630,20240709,A005,EQ0007,SV2,R004,WT2,P3,S4,40.05,66.23,False,False,ERP
WO000223,20240211,20240215,A004,EQ0016,SV4,R014,WT3,P3,S4,44.53,31.54,False,True,ServiceDesk
WO000224,20240827,,A003,EQ0009,SV7,R019,WT2,P2,S2,12.18,8.92,True,False,ERP
WO000225,20240515,,A006,EQ0030,SV8,R008,WT2,P2,S1,15.2,12.36,True,False,CMMS
WO000226,20240715,20240718,A006,EQ0019,SV3,R026,WT2,P2,S4,17.4,21.08,True,False,ServiceDesk
WO000227,20241124,20241127,A005,EQ0024,SV1,R010,WT3,P3,S4,28.87,22.87,False,False,ServiceDesk
WO000228,20240328,,A001,EQ0038,SV1,R010,WT2,P3,S2,61.63,129.17,False,False,CMMS
WO000229,20240824,,A002,EQ0021,SV5,R018,WT2,P4,S3,89.45,122.12,False,False,ServiceDesk
WO000230,20241030,20241103,A006,EQ0030,SV1,R027,WT2,P3,S4,29.03,24.02,False,False,ERP
WO000231,20240604,20240617,A003,EQ0004,SV6,R008,WT2,P3,S4,59.61,100.17,False,False,CMMS
WO000232,20241221,20241224,A003,EQ0009,SV1,R011,WT2,P2,S4,18.22,17.07,True,False,ServiceDesk
WO000233,20240613,20240618,A001,EQ0038,SV4,R011,WT1,P3,S4,37.6,32.43,False,False,ServiceDesk
WO000234,20240617,,A003,EQ0035,SV7,R014,WT4,P2,S2,15.28,24.61,True,False,CMMS
WO000235,20241119,20241120,A001,EQ0027,SV4,R013,WT6,P2,S4,19.75,7.79,True,False,ServiceDesk
WO000236,20240820,20240822,A004,EQ0016,SV6,R029,WT1,P1,S4,7.06,14.34,True,False,CMMS
WO000237,20241113,,A004,EQ0008,SV3,R005,WT1,P2,S2,12.11,13.39,True,False,CMMS
WO000238,20241016,20241018,A003,EQ0035,SV7,R013,WT6,P2,S4,16.99,13.91,True,False,ERP
WO000239,20240917,20241006,A005,EQ0032,SV4,R008,WT2,P3,S4,59.27,149.08,False,False,CMMS
WO000240,20240329,20240330,A005,EQ0010,SV7,R018,WT2,P1,S4,7.15,6.32,True,False,CMMS
WO000241,20240525,20240527,A005,EQ0024,SV8,R024,WT3,P2,S4,9.33,15.41,True,False,ServiceDesk
WO000242,20241112,20241113,A005,EQ0025,SV4,R029,WT2,P1,S4,5.02,6.23,True,False,ERP
WO000243,20240813,20240823,A005,EQ0020,SV2,R014,WT2,P3,S4,59.8,77.62,False,False,ERP
WO000244,20240412,,A001,EQ0038,SV8,R008,WT6,P3,S2,25.33,25.19,False,False,ServiceDesk
WO000245,20240429,,A002,EQ0005,SV6,R029,WT2,P2,S3,14.17,13.79,True,False,CMMS
WO000246,20241010,,A004,EQ0011,SV8,R003,WT3,P2,S1,16.11,45.67,True,False,CMMS
WO000247,20240306,20240322,A003,EQ0004,SV4,R004,WT1,P4,S4,76.75,125.38,False,False,ERP
